Line,AG_ALARM,AG_CHG,AG_CHG_OK,AG_CONFIDENCE,AG_DEV,AG_DUPLICATES_GROUP,AG_I_TOO_HIGH_ALARM,AG_M_SD_ALARM,AG_M_TOLERANCE_ALARM,AG_M_TOO_HIGH_ALARM,AG_M_TOO_LOW_ALARM,AG_NORMALIZED_IP[0],AG_NORMALIZED_IP[1],AG_NORMALIZED_IP[2],AG_NORMALIZED_IP[3],AG_NORMALIZED_IP[4],AG_NORMALIZED_IP[5],AG_NORMALIZED_IP[6],AG_NORMALIZED_IP[7],AG_NORMALIZED_IP[8],AG_NORMALIZED_IP[9],AG_NORMALIZED_IP[10],AG_NORMALIZED_IP[11],AG_NORMALIZED_IP[12],AG_NORMALIZED_IP[13],AG_NORMALIZED_IP[14],AG_NORMALIZED_IP[15],AG_NORMALIZED_IP[16],AG_NORMALIZED_IP[17],AG_NORMALIZED_IP[18],AG_NORMALIZED_IP[19],AG_RS_TOO_HIGH_ALARM,AG_VALID_WINDOWS_COUNT,AG_VP_TOO_LOW_ALARM,Chg,ColeM,ColeRMS,ColeTau,Date,DayTime,I,IP[0],IP[1],IP[2],IP[3],IP[4],IP[5],IP[6],IP[7],IP[8],IP[9],IP[10],IP[11],IP[12],IP[13],IP[14],IP[15],IP[16],IP[17],IP[18],IP[19],IP_Avg,MF,N,Name,Overload,Q,QC,QC_IP,QC_RES,R1X,R1Y,R1Z,R2X,R2Y,R2Z,ResCalc,ResMeas,RsCheck,RxBat,Sp,Stack,Stn,T1X,T1Y,T1Y_SEQUENCE,T1Z,T2X,T2Y,T2Z,Temp,Time,Topo,TxBat,Type,Vp,X,Y,Z
L4400375,0,1.44504189491272,1,100,0.10331068187952,0,0,0,0,0,0,1.67303419113159,1.65396451950073,1.57221865653992,1.63605427742004,1.71355748176575,1.64077794551849,1.65011632442474,1.61628532409668,1.53046941757202,1.52856504917145,1.54937756061554,1.55709898471832,1.35006999969482,1.42147195339203,1.73795771598816,1.43538916110992,1.36945950984955,1.5291782617569,1.39585673809052,1.5152690410614,0,20,0,1.38014912724495,0,0,0,2023.41095890411,09:00:21.0,1.29999995231628,2.98756098747253,2.58431959152222,2.18363690376282,2.09750556945801,2.01594996452332,1.8030526638031,1.70115077495575,1.56920909881592,1.39133584499359,1.3177285194397,1.25965654850006,1.20705354213715,1.00005185604095,1.00813615322113,1.182284116745,0.932070910930634,0.855912148952484,0.92119175195694,0.811544597148895,0.851274788379669,1.48403131663799,0.225077285976069,11.5,W:\P\E710,0,0.0635797679424286,1,1,1,4400,-850,,4400,-812.5,,6593.42994208567,39316.8203125,2.61545038223267,12.7313251495361,-49.3401374816895,8,-1065.625,4400,-1281.25,-1262.5,,4400,-2700,,25.0439891815186,1000,,0,0,252.825561523438,4400375,-1046.875,-196.875
L4400375,0,2.37321352958679,1,100,0.136272594332695,0,0,0,0,0,0,2.78214049339294,2.74854969978333,2.63882493972778,2.68866896629334,2.73909592628479,2.65602588653564,2.65865421295166,2.60827779769897,2.53579878807068,2.49071669578552,2.57764959335327,2.56310081481934,2.34647607803345,2.38788652420044,2.68460369110107,2.39791679382324,2.32090973854065,2.47884631156921,2.30210280418396,2.43060445785522,0,20,0,2.26859184980392,0,0,0,2023.41095890411,09:00:21.0,1.29999995231628,4.96810817718506,4.29460906982422,3.665034532547,3.44701147079468,3.2224657535553,2.91870975494385,2.74088048934937,2.53230857849121,2.3052716255188,2.14716958999634,2.09564995765686,1.98689997196198,1.73813033103943,1.69353663921356,1.82626092433929,1.55708885192871,1.45056855678558,1.49328088760376,1.33843183517456,1.36550807952881,2.43934625387192,0.168006762083499,12.5,W:\P\E710,0,0.0797888040542603,1,1,1,4400,-812.5,,4400,-775,,14519.3337674085,93848.53125,5.83094072341919,12.7313251495361,-62.7776947021484,8,-1046.875,4400,-1281.25,-1262.5,,4400,-2700,,25.0439891815186,1000,,0,0,474.176849365234,4400375,-1028.125,-215.625
L4400375,0,2.04175353050232,1,100,0.145638987421989,0,0,0,0,0,0,2.43666696548462,2.40927934646606,2.30992245674133,2.37145519256592,2.41345620155334,2.28729486465454,2.30147576332092,2.27302885055542,2.14584302902222,2.12748885154724,2.15561532974243,2.18300533294678,1.95065879821777,2.03756380081177,2.3389720916748,1.99050664901733,1.97011506557465,2.1198308467865,1.97194373607636,2.11455702781677,0,20,0,1.95963272094727,0,0,0,2023.41095890411,09:00:21.0,1.29999995231628,4.35119104385376,3.76449918746948,3.20822548866272,3.04032731056213,2.83936023712158,2.51351070404053,2.37265539169312,2.20682430267334,1.95076644420624,1.83404219150543,1.7525327205658,1.69225215911865,1.44493246078491,1.44508075714111,1.59113740921021,1.29253685474396,1.23132193088531,1.27700662612915,1.14647889137268,1.18795335292816,2.10713177323341,0.237472074790701,13.5,W:\P\E710,0,0.097963385283947,1,1,1,4400,-775,,4400,-737.5,,8873.17708867689,61791.3125,9.37995147705078,12.7313251495361,-32.9735260009766,8,-1028.125,4400,-1281.25,-1262.5,,4400,-2700,,25.0439891815186,1000,,0,0,249.762161254883,4400375,-1009.375,-234.375
L4400375,0,1.64527535438538,1,100,0.145808354020119,0,0,0,0,0,0,1.66653823852539,1.69542551040649,1.67683303356171,1.82565748691559,1.92627823352814,1.93553388118744,1.97835111618042,1.8621678352356,1.89689946174622,1.88436043262482,1.72118771076202,1.80140054225922,1.58919548988342,1.74589598178864,2.13393568992615,1.50328636169434,1.71411442756653,1.68552947044373,1.56405329704285,1.5756231546402,0,20,0,1.55330173373222,0,0,0,2023.41095890411,09:00:21.0,1.29999995231628,2.97596120834351,2.64910244941711,2.32893466949463,2.34058666229248,2.26620960235596,2.12696027755737,2.03953719139099,1.80792999267578,1.72445404529572,1.62444865703583,1.39933955669403,1.39643454551697,1.17718183994293,1.23822414875031,1.45165693759918,0.976159989833832,1.07132148742676,1.01537919044495,0.909333288669586,0.885181546211243,1.67021686434746,0.638809750703778,14.5,W:\P\E710,0,0.301823765039444,1,1,1,4400,-737.5,,4400,-700,,2614.57634688165,19513.353515625,6.3801736831665,12.7313251495361,61.4674530029297,8,-1009.375,4400,-1281.25,-1262.5,,4400,-2700,,25.0439891815186,1000,,0,0,64.0846939086914,4400375,-990.625,-253.125
L4400375,0,1.7394106388092,1,100,0.106507033109665,0,0,0,0,0,0,2.08544325828552,2.06539702415466,2.05630302429199,1.98278987407684,1.98861718177795,1.93044662475586,1.91475033760071,1.88157141208649,1.89249742031097,1.85748684406281,1.85948657989502,1.82439088821411,1.79792356491089,1.78825700283051,1.79507482051849,1.74002861976624,1.74922752380371,1.75072634220123,1.69823467731476,1.74802899360657,0,20,0,1.67060672163963,0,0,0,2023.41095890411,09:03:29.0,1,3.72400593757629,3.2271831035614,2.85597634315491,2.54203844070435,2.33954954147339,2.1213698387146,1.9739693403244,1.82676839828491,1.7204521894455,1.60128176212311,1.51177763938904,1.41425657272339,1.33179521560669,1.26826739311218,1.22113931179047,1.12988877296448,1.09326720237732,1.05465447902679,0.987345695495605,0.982038795948029,1.79635129868984,0.930975713982211,1.5,W:\P\E710,0,0.00800840836018324,1,1,1,4400,-1187.5,,4400,-1150,,1929.53615407004,1543.59631347656,19.9030303955078,12.7539854049683,17.5549011230469,8,-1215.625,4400,-1243.75,-1225,,4400,-2700,,25.5327472686768,1000,,0,0,2183.7421875,4400375,-1196.875,-9.375
L4400375,0,2.26423287391663,1,100,0.118513025343418,0,0,0,0,0,0,2.62733793258667,2.63103032112122,2.64334344863892,2.55010008811951,2.58270001411438,2.51697325706482,2.50520515441895,2.46389579772949,2.48190450668335,2.42817234992981,2.4354419708252,2.40000128746033,2.34034323692322,2.36024069786072,2.36545252799988,2.26841259002686,2.28541660308838,2.28813171386719,2.22574329376221,2.29333353042603,0,20,0,2.16650125980377,0,0,0,2023.41095890411,09:03:30.0,1,4.69167470932007,4.11098480224609,3.67131018638611,3.26935935020447,3.03847050666809,2.76590466499329,2.58268570899963,2.39213180541992,2.25627684593201,2.09325218200684,1.9800341129303,1.86046612262726,1.73358762264252,1.67392957210541,1.6091513633728,1.47299516201019,1.42838537693024,1.37839269638062,1.29403674602509,1.28838968276978,2.32957096099854,1.48032506066498,2.5,W:\P\E710,0,0.0141685726121068,1,1,1,4400,-1150,,4400,-1112.5,,1573.68879504888,2158.09326171875,27.4857769012451,12.7539854049683,-56.307674407959,8,-1196.875,4400,-1243.75,-1225,,4400,-2700,,25.5327472686768,1000,,0,0,763.269409179688,4400375,-1178.125,-28.125
L4400375,0,2.01121973991394,1,100,0.12846015393734,0,0,0,0,0,0,2.40502333641052,2.39076948165894,2.38350415229797,2.2811267375946,2.30567479133606,2.23611927032471,2.23197293281555,2.17500686645508,2.19062829017639,2.15033221244812,2.17646884918213,2.11398005485535,2.06407117843628,2.09624695777893,2.10193085670471,1.97219240665436,2.00687551498413,2.00948429107666,1.92841494083405,2.03222370147705,0,20,0,1.93230791330338,0,0,0,2023.41095890411,09:03:30.0,1,4.29468441009521,3.73557734489441,3.31042242050171,2.92452144622803,2.71255850791931,2.45727396011353,2.30100297927856,2.11165714263916,1.9914802312851,1.85373473167419,1.76948690414429,1.63874435424805,1.52894163131714,1.48669993877411,1.4298849105835,1.28064441680908,1.25429713726044,1.21053278446198,1.12117147445679,1.14169871807098,2.07775077223778,0.62437224033687,3.5,W:\P\E710,0,0.0245601106435061,1,1,1,4400,-1112.5,,4400,-1075,,3327.74367277565,6337.97607421875,24.5747604370117,12.7539854049683,-41.299488067627,8,-1178.125,4400,-1243.75,-1225,,4400,-2700,,25.5327472686768,1000,,0,0,896.640014648438,4400375,-1159.375,-46.875
L4400375,0,1.76163983345032,1,100,0.116127774119377,0,0,0,0,0,0,2.06258869171143,2.07914710044861,2.07902717590332,2.03753185272217,2.0435631275177,1.99135768413544,1.97076189517975,1.94923031330109,1.90844202041626,1.88553142547607,1.9064667224884,1.85474061965942,1.82010018825531,1.82604944705963,1.78545200824738,1.77741062641144,1.77752804756165,1.69906258583069,1.69667816162109,1.73405504226685,0,20,0,1.69276800870895,0,0,0,2023.41095890411,09:03:30.0,1,3.68319416046143,3.24866724014282,2.88753747940063,2.612220287323,2.40419173240662,2.18830513954163,2.03171324729919,1.89245665073395,1.73494720458984,1.62545812129974,1.54997289180756,1.43778347969055,1.34822237491608,1.29507052898407,1.21459317207336,1.15416276454926,1.11095499992371,1.02353167533875,0.986440777778625,0.974188268184662,1.82018060982227,0.478308538613393,4.5,W:\P\E710,0,0.0201145801693201,1,1,1,4400,-1075,,4400,-1037.5,,3805.45288841997,9223.96875,13.5960559844971,12.7539854049683,108.533561706543,8,-1159.375,4400,-1243.75,-1225,,4400,-2700,,25.5327472686768,1000,,0,0,652.462890625,4400375,-1140.625,-65.625
L4400375,0,1.42702424526215,1,100,0.211043864488602,0,0,0,0,0,0,2.00244617462158,1.93837547302246,1.82504713535309,1.84885668754578,1.7224954366684,1.63688516616821,1.60769438743591,1.60434985160828,1.45549035072327,1.42203557491302,1.48518860340118,1.43758523464203,1.4144172668457,1.35777568817139,1.27391862869263,1.4939136505127,1.37601137161255,1.16532254219055,1.33063340187073,1.29025053977966,0,20,0,1.4102847969532,0,0,0,2023.41095890411,09:03:30.0,1,3.57579660415649,3.02871179580688,2.53478765487671,2.37032914161682,2.02646517753601,1.79877483844757,1.65741682052612,1.55762124061584,1.32317304611206,1.2258927822113,1.20747041702271,1.11440718173981,1.04771649837494,0.962961494922638,0.866611301898956,0.970073819160461,0.860007107257843,0.702001571655273,0.773624062538147,0.724859833717346,1.5164351195097,0.35422617911452,5.5,W:\P\E710,0,0.0723414644598961,1,1,1,4400,-1037.5,,4400,-1000,,4280.97980589808,12570.787109375,13.5629749298096,12.7539854049683,-102.565353393555,8,-1140.625,4400,-1243.75,-1225,,4400,-2700,,25.5327472686768,1000,,0,0,508.114379882813,4400375,-1121.875,-84.375
L4400375,0,0.476107865571976,1,100,0.119535051286221,0,0,0,0,0,0,0.703164160251617,0.694009840488434,0.611253559589386,0.709904670715332,0.606282114982605,0.542503118515015,0.51535040140152,0.593414545059204,0.417247325181961,0.444412678480148,0.555084586143494,0.48914635181427,0.49461105465889,0.385938972234726,0.279906749725342,0.61625337600708,0.471979677677155,0.217532843351364,0.470301032066345,0.420581579208374,0,20,0,0.477801650762558,0,0,0,2023.41095890411,09:03:30.0,1,1.25565028190613,1.08439040184021,0.848963260650635,0.910134196281433,0.713273048400879,0.596157252788544,0.531289041042328,0.576130628585815,0.379315733909607,0.383114397525787,0.451288282871246,0.379183232784271,0.366378545761108,0.2737155854702,0.190412744879723,0.400164544582367,0.294987291097641,0.131043881177902,0.273430824279785,0.236281782388687,0.513765247911215,0.187495746069092,6.5,W:\P\E710,0,0.0777732580900192,1,1,1,4400,-1000,,4400,-962.5,,2740.14348955892,9440.0859375,16.7841205596924,12.7539854049683,25.3250637054443,8,-1121.875,4400,-1243.75,-1225,,4400,-2700,,25.5327472686768,1000,,0,0,238.482360839844,4400375,-1103.125,-103.125
L4400375,0,-0.718031406402588,1,100,0.135071083903313,0,0,0,0,0,0,-0.472258329391479,-0.55864953994751,-0.78205406665802,-0.583704173564911,-0.659692883491516,-0.765049874782562,-0.822237253189087,-0.649022817611694,-0.872798979282379,-0.890458166599274,-0.707241117954254,-0.727380633354187,-0.888278782367706,-0.855022430419922,-0.927780210971832,-0.701299011707306,-0.799818933010101,-1.13779616355896,-0.794899821281433,-0.846092283725739,0,20,0,-0.642583145499229,0,0,0,2023.41095890411,09:03:30.0,1,-0.843318462371826,-0.872889935970306,-1.086186170578,-0.74833869934082,-0.776109278202057,-0.840714156627655,-0.847667276859283,-0.630119264125824,-0.793453574180603,-0.767636358737946,-0.574992775917053,-0.563860952854156,-0.657984256744385,-0.60639888048172,-0.631142973899841,-0.455388963222504,-0.499886840581894,-0.685419380664825,-0.462151050567627,-0.475332766771317,-0.690949600934982,-0.56277737910925,7.5,W:\P\E710,0,0.148634433746338,1,1,1,4400,-962.5,,4400,-925,,1227.74942025673,4851.27783203125,12.9307346343994,12.7539854049683,-34.0177192687988,8,-1103.125,4400,-1243.75,-1225,,4400,-2700,,25.5327472686768,1000,,0,0,81.7040557861328,4400375,-1084.375,-121.875
